Reference,Generated,ROUGE-1,ROUGE-2,ROUGE-L,BERTScore,BARTScore
"Electronic Conductivity, Ferrimagnetic Ordering, and Reductive Insertion Mediated by Organic Mixed-Valence in a Ferric Semiquinoid Metal-Organic Framework.",Electronic Conductivity of Robin-Day Class II/III in Metal-Organic Framework,0.3870967741935484,0.20689655172413793,0.3870967741935484,0.8631479144096375,-4.344234943389893
Olfactory receptor gene evolution is unusually rapid across Tetrapoda and outpaces chemosensory phenotypic change.,Evolutionary overdrive of olfactory receptor genes in tetrapods,0.2727272727272727,0.2,0.2727272727272727,0.8760356903076172,-3.3839895725250244
Systematic Identification of Balanced Transposition Polymorphisms in Saccharomyces cerevisiae,Comparative Genomic Hybridization of Saccharomyces cerevisiae (S90) and Y101,0.3333333333333333,0.125,0.3333333333333333,0.8852214813232422,-3.580373764038086
Braided symmetric and exterior algebras,Symmetric and exterior algebras in monoidal categories,0.6666666666666666,0.6,0.6666666666666666,0.9142354130744934,-2.9764814376831055
From the Cover: Sensitive dependence of the motion of a legged robot on granular media.,Robot speed and limb frequency in granular media,0.26086956521739135,0.09523809523809523,0.26086956521739135,0.8692315220832825,-4.4611287117004395
Contact-Era Chronology Building in Iroquoia: Age Estimates for Arendarhonon Sites and Implications for Identifying Champlain's Cahiagué,Radiocarbon dating and Bayesian analysis of early contact-era sites in northeast North America,0.31250000000000006,0.06666666666666667,0.1875,0.8140639066696167,-5.8563385009765625
Phosphinorhodium-Catalyzed Dehalogenation of Chlorinated and Fluorinated Ethylenes: Distinct Mechanisms with Triethylsilane and Dihydrogen,Catalytic dehalogenation of ethylenes by (PR3)3RhCl complexes.,0.2727272727272727,0.1,0.2727272727272727,0.8531345129013062,-3.81364369392395
Divergent carbon cycle response of forest and grass‐dominated northern temperate ecosystems to record winter warming,Climate change impacts in a perennial grassland and adjacent mixed forest ecosystem,0.21428571428571427,0.0,0.14285714285714288,0.8716974854469299,-5.69243049621582
Nuclear Modification Factors for Hadrons At Forward and Backward Rapidities in Deuteron‐Gold Collisions at sNN = 200 GeV,Charge hadron production in deuteron‐gold reactions at sNN= 200 GeV,0.5517241379310345,0.37037037037037035,0.5517241379310345,0.8878666758537292,-4.2766265869140625
Timing Calibration and Windowing Technique Comparison for Lightning Mapping Arrays,Time‐of‐arrival windowing for multi‐station lightning interferometers,0.4210526315789474,0.0,0.4210526315789474,0.8406614661216736,-5.284090995788574
Roles of Arabidopsis PARC6 in Coordination of the Chloroplast Division Complex and Negative Regulation of FtsZ Assembly1[OPEN],PARC6 is a single transmembrane domain of Arabidopsis PARC6.,0.2222222222222222,0.15999999999999998,0.2222222222222222,0.8392629623413086,-5.057106018066406
Using repeated patterns in snow distribution modeling: An Arctic example,Climatological snow distribution patterns in Alaska,0.5,0.2857142857142857,0.25,0.8659345507621765,-6.323309898376465
Initiation of Undergraduate Electrical Engineering Research at Lincoln University (PA),Faculty-Student Research Activities at Lincoln University (PA),0.5555555555555556,0.375,0.5555555555555556,0.9084081053733826,-3.084444522857666
Interannual Tropical Pacific Sea Surface Temperatures and Their Relation to Preceding Sea Level Pressures in the NCAR CCSM2,Carbonal winter tropical Pacific sea surface temperature variability in the NCAR Community Climate System Model Version 2.0,0.4444444444444444,0.35294117647058826,0.4444444444444444,0.8773183226585388,-3.626833200454712
A Non-Native Prey Mediates the Effects of a Shared Predator on an Ecosystem Service,Trophic and indirect effects of non-native species on the ecosystem service of mesocosm,0.5517241379310344,0.22222222222222224,0.3448275862068965,0.8730713725090027,-4.221030235290527
"A New Species and Two New Subspecies of Adelpha Hübner, [1819] From the Tropical Andes (Nymphalidae: Limenitidinae)","Adelpha margarita garleppi Willmott & Hall, new subspecies from Andean cloud forest habitats from southern Ecuador to Bolivia",0.22857142857142856,0.06060606060606061,0.17142857142857143,0.8232781291007996,-4.698333263397217
Use of a Modified Chemical Fractionation Scheme to Characterize Organic Nitrogen in Wetland Soils,Modifications to the operationally defined SON fractionation scheme for wetland soils,0.4,0.17391304347826086,0.32,0.8824876546859741,-3.7876508235931396
"Nanoparticle conversion chemistry: Kirkendall effect, galvanic exchange, and anion exchange.",Conversion Chemistry of Template Nanoparticles,0.4,0.15384615384615383,0.26666666666666666,0.8400436043739319,-3.686955213546753
Differential Replication of Two Chloroplast Genome Forms in Heteroplasmic Chlamydomonas reinhardtii Gametes Contributes to Alternative Inheritance Patterns,A transcription-mediated mechanism for chloroplast genome copy number regulation during gametogenesis,0.13793103448275862,0.07407407407407407,0.13793103448275862,0.8335054516792297,-4.32248067855835
Quantifying Collaboration with a Co-Creative Drawing Agent,A Cognitive Framework for Quantifying Creative Collaboration,0.5333333333333333,0.0,0.26666666666666666,0.89007967710495,-4.340634822845459
Triggered Transience of Plastic Materials by a Single Electron Transfer Mechanism,Photoredox-Triggered Depolymerization of Cyclic Poly(phthalaldehyde) Monoliths,0.2105263157894737,0.0,0.2105263157894737,0.8404138088226318,-4.8527374267578125
"Synthesis and structures of ruthenium di- and tricarbonyl complexes derived from 4,5-diazafluoren-9-one.",Bidentate coordination of ruthenium carbonyl complexes.,0.2727272727272727,0.1,0.2727272727272727,0.868832528591156,-3.366959571838379
Tight noise thresholds for quantum computation with perfect stabilizer operations.,Noise threshold for universal gate sets,0.37499999999999994,0.2857142857142857,0.37499999999999994,0.8986867070198059,-5.68450403213501
Search for single production of a heavy vector-like T quark decaying to a top quark and a Higgs boson with the CMS Experiment,Single Production of Vector-Like Quarks,0.4,0.21428571428571427,0.4,0.8905646800994873,-4.578017234802246
"Effect of Infectious Bursal Disease Virus Insult on Iron, Copper, and Zinc Concentration in Liver, Bursa of Fabricius, Spleen, Pancreas, and Serum of Chickens","Effect of systemic disease on iron, zinc, and copper in chickens fed ad libitum",0.5263157894736842,0.1111111111111111,0.4210526315789474,0.8647021055221558,-4.029991626739502
Continuous ice-core chemical analyses using inductively coupled plasma mass spectrometry.,A multiparameter approach to ice-core chemical analyses,0.4210526315789474,0.3529411764705882,0.4210526315789474,0.8967300057411194,-2.6749579906463623
Raman spectra of complexes of HNO3 and NO3- with NO2 at surfaces and with N2O4 in solution.,Raman spectra of HNO3.NO2.,0.45454545454545453,0.3,0.45454545454545453,0.918786346912384,-3.311835527420044
Tracing Galaxy Formation with Stellar Halos. II. Relating Substructure in Phase and Abundance Space to Accretion Histories,Mapping the Early Merger History of the Milky Way-type Galaxy,0.14285714285714285,0.0,0.07142857142857142,0.858553409576416,-5.216681480407715
Effect of magnetic polaritons on the radiative properties of double-layer nanoslit arrays,Effect of magnetic polaritons on the radiative properties of double-layer nanoslit arrays,1.0,1.0,1.0,1.0,-0.6379105448722839
Differential Heat of Adsorption and Isosteres.,A theoretical procedure for prediction of isosteric heat in gas adsorption,0.4705882352941177,0.0,0.23529411764705885,0.8702054619789124,-4.081940174102783
Multi-electron Reduction Capacity and Multiple Binding Pockets in Metal-Organic Redox Assembly at Surfaces.,Metal-ligand complexation at surfaces utilizing redox-active ligands.,0.33333333333333337,0.09090909090909091,0.25,0.8724726438522339,-4.90800142288208
Interfacial adhesion and toughness of nanostructured diamond coatings,Microwave plasma chemical vapor deposition of ultrasmooth diamond films on titanium alloy substrates.,0.1904761904761905,0.0,0.1904761904761905,0.8381055593490601,-3.850374221801758
Structure-Preserving Numerical Integrators for Hodgkin-Huxley-Type Systems,Numerical integrators for “conditionally linear” differential equations,0.375,0.28571428571428575,0.375,0.8511214852333069,-4.263190746307373
Additions to Philippine Slender Skinks of the Brachymeles bonitae Complex (Reptilia: Squamata: Scincidae) III: a new species from Tablas Island.,"A new species of fossorial skink from Tablas Island, Central Philippines",0.5806451612903226,0.27586206896551724,0.3870967741935483,0.8562280535697937,-4.691850662231445
31P and 2H relaxation studies of helix VII and the cytoplasmic helix of the human cannabinoid receptors utilizing solid-state NMR techniques.,Interaction of cannabinoid peptides with lipid membrane bilayers.,0.13333333333333333,0.0,0.13333333333333333,0.8513215184211731,-4.726302146911621
Phase diagram of URu2–xFexSi2 in high magnetic fields,Hidden-order phase in URu2Si2,0.2857142857142857,0.0,0.2857142857142857,0.8875658512115479,-5.75627326965332
Waxing and waning of forests: Late Quaternary biogeography of southeast Africa,The longest continuous terrestrial record of late Quaternary vegetation from southern Africa from a drill core from Lake Malawi,0.26666666666666666,0.07142857142857142,0.26666666666666666,0.8754046559333801,-4.077669620513916
Significant Expansion of the Solid State Landscape of Salicylic Acid Based on Charge-Assisted Hydrogen Bonding Interactions,Carboxylic acid-carboxylate supramolecular synthon.,0.0909090909090909,0.0,0.0909090909090909,0.8052099347114563,-4.833733081817627
Indirect land use change from ethanol production: the case of sugarcane expansion at the farm level on the Brazilian Cerrado,Indirect Land Use Change in the Brazilian Cerrado,0.4999999999999999,0.3846153846153846,0.4999999999999999,0.930555522441864,-3.5028929710388184
Warping and cracking of the Pacific plate by thermal contraction,Geodesy and Gravity: Crustal movements and crustal structure on the Pacific Plate,0.3636363636363636,0.19999999999999998,0.3636363636363636,0.8634373545646667,-4.5872297286987305
The Birth of New Genes by RNA- and DNA-Mediated Duplication during Mammalian Evolution,Rates of RNA and DNA-mediated duplication and new functional gene formation in mammalian genomes,0.6206896551724138,0.29629629629629634,0.4827586206896552,0.9123461246490479,-3.4694221019744873
"Agriculture, habitat loss and spatial patterns of human occupation in a biodiversity hotspot",Spatial Patterns of Habitat Loss in the Brazilian Cerrado biome,0.5217391304347826,0.28571428571428575,0.34782608695652173,0.884367823600769,-3.3342278003692627
Titania Nanotubes: Novel Nanostructures for Improved Osseointegration,Synthesis and modification of titania nanotubes in orthopedic implants.,0.25,0.14285714285714288,0.25,0.8416774272918701,-3.2451283931732178
"Irineochytrium, a new genus in Chytridiales having zoospores and aplanospores",Nomenclature of Chytriomyces annulatus in the Chytridiaceae,0.11764705882352941,0.0,0.11764705882352941,0.8322964310646057,-4.766724586486816
Aberrant Cortical Activity in Multiple GCaMP6-Expressing Transgenic Mouse Lines,An aberrant electrical activity in transgenic mouse lines,0.6666666666666665,0.375,0.6666666666666665,0.9031655192375183,-5.05807638168335
Uniaxial and biaxial structures in the elastic Maier-Saupe model.,Global phase diagram of a Maier-Saupe-Zwanzig lattice model,0.3,0.1111111111111111,0.3,0.8682146668434143,-3.2682130336761475
"Haldane's Rule in an Avian System: Using Cline Theory and Divergence Population Genetics to Test for Differential Introgression of Mitochondrial, Autosomal, and Sex-Linked Loci Across the Passerina Bunting Hybrid Zone",Cline fitting and divergence population genetics of the Passerina amoena/Passerina cyanea hybrid zone,0.43478260869565216,0.22727272727272727,0.43478260869565216,0.839101254940033,-4.230678558349609
Direct C-C Coupling of CO2 and the Methyl Group from CH4 Activation through Facile Insertion of CO2 into Zn-CH3 σ-Bond.,C-C coupling on a Zn-doped ceria catalyst.,0.2580645161290322,0.13793103448275862,0.2580645161290322,0.8564296960830688,-4.4444756507873535
"A generalized Theta lifting, CAP representations, and Arthur parameters",Lifting of automorphic representations using the theta representation,0.35294117647058826,0.0,0.23529411764705882,0.8716485500335693,-7.364570617675781
"Incompatibility Group I1 (IncI1) Plasmids: Their Genetics, Biology, and Public Health Relevance",Bacterial plasmids are extrachromosomal genetic elements that often carry antimicrobial resistance and transfer,0.24000000000000002,0.0,0.24000000000000002,0.8227924704551697,-4.750456809997559
Environmental Impacts of Dam Reservoir Filling in the East Amazon,Water quality and hydraulic parameters in the Araguari River during the filling of the Ferreira Gomes Hydroelectric Power Plant reservoir,0.3333333333333333,0.07142857142857142,0.13333333333333333,0.8596410751342773,-3.949828624725342
TRANSITING PLANETS WITH LSST. II. PERIOD DETECTION OF PLANETS ORBITING 1 M⊙ HOSTS,Exoplanet Reciprocity Analysis of LSST,0.2222222222222222,0.0,0.1111111111111111,0.8186553120613098,-5.219296455383301
Observation of blueshifted ultralong-range Cs2 Rydberg molecules.,Observation of blueshifted Cs(2) molecular states in optical dipole traps,0.3157894736842105,0.23529411764705882,0.3157894736842105,0.903822660446167,-3.1854236125946045
Biological Responses to Engineered Nanomaterials: Needs for the Next Decade,"Measurements of nanomaterials in dynamic, complex environments",0.11764705882352941,0.0,0.11764705882352941,0.8770540356636047,-3.9858012199401855
A Detection Mechanism Against Load-Redistribution Attacks in Smart Grids,Real-Time Detection of Load-Redistribution Attacks in Smart Grids,0.7,0.5555555555555556,0.7,0.9549424052238464,-2.7388687133789062
An analysis of HDG methods for convection dominated diffusion problems,A priori error analysis of HDG methods with two types of stabilization parameter applied to convection dominated diffusion,0.5,0.3846153846153846,0.5,0.913962721824646,-2.388484477996826
"Exhumation of the Inyo Mountains, California: Implications for the timing of extension along the western boundary of the Basin and Range Province and distribution of dextral fault slip rates across the eastern California shear zone","Tectonic Geomorphologic, 10Be terrestrial cosmogenic nuclide, and (U‐Th)/He zircon and apatite thermochronometric data from the eastern Inyo fault zone, California",0.2807017543859649,0.036363636363636355,0.17543859649122806,0.8224195837974548,-3.905132532119751
Fluid–structure interaction modeling and performance analysis of the Orion spacecraft parachutes,Fluid‐structure interaction modeling and performance analysis of ringsail parachutes for the Orion spacecraft,0.923076923076923,0.7500000000000001,0.8461538461538461,0.964699387550354,-1.5503090620040894
"U–Pb zircon dating and Sr–Nd–Hf isotopic evidence to support a juvenile origin of the ~ 634 Ma El Shalul granitic gneiss dome, Arabian–Nubian Shield",Magmatic zircons from the El Shalul pluton of the Arabian–Nubian Shield,0.41025641025641024,0.21621621621621623,0.358974358974359,0.8679336309432983,-4.958106517791748
Time-Stamped Language Model: Teaching Language Models to Understand The Flow of Events,Pre-trained transformer-based language models for procedural text understanding,0.2608695652173913,0.09523809523809525,0.2608695652173913,0.8836637735366821,-3.98475980758667
The E3 ubiquitin ligase SP1‐like 1 plays a positive role in peroxisome biogenesis in Arabidopsis,E3 ubiquitin ligase SP1 regulates peroxisome biogenesis in Arabidopsis.,0.64,0.5217391304347827,0.64,0.9531469941139221,-2.280395030975342
"Structure of phosphorylated enzyme I, the phosphoenolpyruvate:sugar phosphotransferase system sugar translocation signal protein",PEP:sugar phosphotransferase-mediated conformational transition.,0.2,0.1111111111111111,0.2,0.8508944511413574,-3.934584617614746
Antilocalization of Coulomb Blockade in a Ge/Si Nanowire,Spin-orbit coupling in a Ge/Si nanowire quantum dot,0.5263157894736842,0.47058823529411764,0.5263157894736842,0.9041520357131958,-4.431888580322266
A single motor actuated miniature steerable jumping robot,A single motor actuated miniature jumping robot,0.9333333333333333,0.7692307692307692,0.9333333333333333,0.9835698008537292,-2.2320492267608643
C2S: translating natural language comments to formal program specifications,C2S: Automating Specification Synthesis,0.30769230769230765,0.0,0.30769230769230765,0.9149542450904846,-4.640839576721191
On the B-twisted topological sigma model and Calabi-Yau geometry,Quantization of the B-twisted topological sigma model via first order quantum field theory,0.4799999999999999,0.4347826086956522,0.4799999999999999,0.9177713990211487,-3.282073497772217
Environmental Education in the Secondary Science Classroom: How Teachers’ Beliefs Influence Their Instruction of Climate Change,The Complexity of Climate Change Teacher Beliefs,0.5217391304347825,0.28571428571428575,0.34782608695652173,0.8813604712486267,-4.157037734985352
Optimal physical preprocessing for example-based super-resolution.,Physical Preprocessing for Enhanced Fourier Ptychographic Microscopy,0.39999999999999997,0.30769230769230765,0.39999999999999997,0.8556859493255615,-4.179198741912842
Cosmic-Ray Acceleration in Radio-jet Shear Flows: Scattering Inside and Outside the Jet,"A steady-state, analytical model of energetic particle acceleration in radio-jet shear flows",0.42857142857142855,0.38461538461538464,0.42857142857142855,0.8852040767669678,-3.4699552059173584
The School Leader Communication Model: An Emerging Method for Bridging School Leader Preparation and Practice,The medical education pedagogy of standardized students,0.09090909090909091,0.0,0.09090909090909091,0.8513342142105103,-5.1204376220703125
Geohyperbolic Routing and Addressing Schemes,A coupled network topology design scheme for Internet-of-Things networks,0.12500000000000003,0.0,0.12500000000000003,0.8223654627799988,-5.402872562408447
μPMU-Based Temporal Decoupling of Parameter and Measurement Gross Error Processing in DSSE,A gross error analysis framework for distributed system state estimation,0.17391304347826086,0.09523809523809525,0.17391304347826086,0.8541168570518494,-5.657098293304443
Hierarchical relational models for document networks,The relational topic model for document networks,0.7692307692307692,0.5454545454545454,0.7692307692307692,0.9375633597373962,-3.835801124572754
FLAG HARDY SPACES AND MARCINKIEWICZ MULTIPLIERS ON THE HEISENBERG GROUP,Flag singular integral operators on C n R developed by A. Chang and R. Fefferman,0.24,0.0,0.16,0.8123700022697449,-4.92083215713501
SMA OBSERVATIONS ON FAINT SUBMILLIMETER GALAXIES WITH S850 < 2 mJy: ULTRA DUSTY LOW-LUMINOSITY GALAXIES AT HIGH REDSHIFT,Submillimeter Array observations of faint submillimeter galaxies,0.32,0.1739130434782609,0.32,0.8015676736831665,-5.193101406097412
Consistency of Proof-of-Stake Blockchains with Concurrent Honest Slot Leaders,Improved the fundamental security threshold of eventual consensus Proof-of-Stake blockchain protocols,0.41666666666666663,0.2727272727272727,0.41666666666666663,0.8887079358100891,-4.301711082458496
Topological bands with a Chern number C = 2 by dipolar exchange interactions,Heterogeneous topological bands in deep optical lattice.,0.2105263157894737,0.11764705882352942,0.2105263157894737,0.8423647880554199,-6.285737991333008
Polyanion Electrolytes with Well-Ordered Ionic Layers in Simulations and Experiment,A combined computational and experimental study of layered ionic structures of layered ions,0.24999999999999994,0.0,0.16666666666666669,0.8436687588691711,-5.31169319152832
Analysis of the Difference in Designs between CS 1 and CS 2 Students: (Abstract Only),A rubric for computer science design in freshmen computer science courses,0.15384615384615383,0.0,0.07692307692307691,0.8502360582351685,-4.802195072174072
Magnetoactive sponges for dynamic control of microfluidic flow patterns in microphysiological systems.,Pulsatile and physiological flow-control in microfluidic channels,0.4,0.0,0.2,0.9016271233558655,-3.6926467418670654
Colonization and/or mitochondrial selective sweeps across the North Atlantic intertidal assemblage revealed by multi‐taxa approximate Bayesian computation,Comparative analysis of intertidal and subtidal communities of the western and eastern coasts of the North Atlantic Ocean,0.27027027027027023,0.11428571428571428,0.21621621621621623,0.8712766766548157,-5.872410297393799
MinION Analysis and Reference Consortium: Phase 2 data release and analysis of R9.0 chemistry,Phase 2 MinION experiments from Escherichia coli K-12 using whole genome sequencing,0.21428571428571427,0.07692307692307691,0.14285714285714288,0.8230236768722534,-5.438762664794922
Growth of metamorphic GaAsP solar cells on GaP,Metamorphic GaAs grown by molecular beam epitaxy for dual-junction integration with Si.,0.09523809523809525,0.0,0.09523809523809525,0.8763264417648315,-4.076395511627197
Fast Resource Allocation for Network-Coded Traffic - A Coded-Feedback Approach,Fast Resource Allocation,0.42857142857142855,0.33333333333333337,0.42857142857142855,0.8982400298118591,-4.566967964172363
Boundary layer eigenvalues in observer-based discrete-time sliding mode control,Dynamics of sliding hyperplane coefficients in discrete-time sliding mode control,0.5454545454545454,0.4000000000000001,0.5454545454545454,0.9173208475112915,-3.9396984577178955
Electron beam supercollimation in graphene superlattices.,Chiral quasi-one-dimensional metallic states in graphene.,0.28571428571428575,0.16666666666666666,0.28571428571428575,0.8476358652114868,-3.810779094696045
Maintenance and densification: current proper-motion catalogs,Large-area proper-motion catalogs,0.5,0.4,0.5,0.9073720574378967,-4.889006614685059
Resource abundance and the critical transition to cooperation,Resource abundance affects the evolution of cooperative public goods production in two independent evolving systems,0.3478260869565218,0.09523809523809523,0.3478260869565218,0.8868729472160339,-4.534493923187256
Rationality of vertex operator algebra VL+: higher rank,The fixed point vertex operator VL+ is rational,0.5,0.14285714285714285,0.375,0.9023144245147705,-3.995746612548828
Irreversible magnetic processes under biaxial and uniaxial magnetic anisotropies,Irreversible magnetic processes in ferrite hetero-structures.,0.375,0.28571428571428575,0.375,0.8848855495452881,-3.255776882171631
"Isolation and Identification of Petroleum Hydrocarbon Degrading Bacteria from Polluted Top Soil Samples in Oxford, Pennsylvania","Petroleum hydrocarbon degrading bacteria from two polluted sites in Oxford, Pennsylvania",0.6666666666666666,0.48,0.6666666666666666,0.90225750207901,-3.6155178546905518
A Frozen Jacobian Multiscale Mortar Preconditioner for Nonlinear Interface Operators,Multiscale preconditioning in multiphase flow,0.13333333333333333,0.0,0.13333333333333333,0.856754720211029,-5.906826972961426
Variational Analysis of Oversampled Dual-Doppler Radial Velocity Data and Application to the Analysis of Tornado Circulations,Oversampling of radial velocity measurements for severe weather phenomena,0.30769230769230765,0.08333333333333333,0.23076923076923078,0.8838619589805603,-4.656949520111084
Detection of hydrogen bonding in solution: a 2H nuclear magnetic resonance method based on rotational motion of a donor/acceptor complex.,The effect of hydrogen bonding on the rotational correlation time of pyridine N-oxide-d5 in hydrogen bonding solvents,0.35,0.10526315789473685,0.3,0.8669665455818176,-3.894531488418579
Leading innovation: A matter of style,Designing and influencing leadership style for innovation in Malaysian SMEs,0.25,0.0,0.125,0.8533238172531128,-4.495762825012207
Identification and Comparative Mammalian Cell Cytotoxicity of New Iodo-Phenolic Disinfection Byproducts in Chloraminated Oil and Gas Wastewaters,Bromide and iodide formation in chloraminated produced waters associated with hydraulic fracturing.,0.2,0.07142857142857142,0.2,0.8365879058837891,-4.271146297454834
Human–Machine Adaptive Shared Control for Safe Driving Under Automation Degradation,Human–machine adaptive shared control for automated vehicles,0.7368421052631579,0.588235294117647,0.7368421052631579,0.9412652254104614,-3.9945638179779053
Neutral B Mixing in Staggered Chiral Perturbation Theory,Wrong-spin operators in staggered chiral perturbation theory,0.625,0.5714285714285714,0.625,0.9016313552856445,-3.0936522483825684
SWIFT/UVOT GRISM MONITORING OF NGC 5548 IN 2013: AN ATTEMPT AT Mg ii REVERBERATION MAPPING,Reverberation-Mapping-Based Scaling Relations in Active galactic nuclei,0.24000000000000005,0.08695652173913045,0.16,0.8264403343200684,-5.820955753326416
Time-Varying Climate Sensitivity from Regional Feedbacks,Time Variation in the Global Climate Feedback,0.42857142857142855,0.0,0.42857142857142855,0.9017579555511475,-4.362850189208984
The association of weather and bathing water quality on the incidence of gastrointestinal illness in the west of Scotland,Effects of weather and bathing water quality on infectious intestinal disease,0.4666666666666667,0.42857142857142855,0.4666666666666667,0.9401796460151672,-3.251948833465576
Recurrent Collection of Drosophila melanogaster from Wild African Environments and Genomic Insights into Species History,"The history of the Drosophila melanogaster fly from Africa, Zimbabwe, and Namibia",0.4444444444444445,0.08,0.3703703703703704,0.896204948425293,-4.761528968811035
Controlled Lagrangians and Stabilization of the Discrete Cart-Pendulum System,Matching techniques for discrete mechanical systems with symmetry,0.22222222222222224,0.0,0.22222222222222224,0.8528232574462891,-4.983206748962402
Widths of quarkonia in quark gluon plasma,Thermal width of heavy quarkonium at finite temperature,0.26666666666666666,0.15384615384615383,0.26666666666666666,0.8763393759727478,-4.979062080383301
Situational Awareness-based Augmented Reality Instructional (ARI) Module for Building Evacuation,Three-Dimensional Augmented Reality Instructional for Multilevel Building Evacuations,0.6,0.33333333333333326,0.6,0.8752508759498596,-3.2962191104888916
Nitrogen isotopic composition of coal-fired power plant NOx: influence of emission controls and implications for global emission inventories.,Nitrogen isotopic composition of coal-fired NOx emission sources from coal power plants,0.625,0.4,0.5,0.9391934871673584,-3.19008469581604
Components of channel capacitance in metal-insulator-semiconductor capacitors,Measurements of capacitance in metal-insulator-semiconductor capacitors,0.823529411764706,0.6666666666666666,0.823529411764706,0.9672016501426697,-2.2499613761901855
Chemoselective Cyclopropanation over Carbene Y-H Insertion Catalyzed by an Engineered Carbene Transferase.,A novel artificial metalloenzyme for carbene transfer catalysts.,0.09523809523809525,0.0,0.09523809523809525,0.8604708909988403,-4.852167129516602
High performance annotation-aware JVM for Java cards,An annotation-aware interpreter for Java code execution,0.5,0.2857142857142857,0.5,0.920112133026123,-4.32330846786499
Formation of self-assembled epitaxial nickel nanostructures,Highly orientated nickel magnetic nanoparticles on epitaxially grown titanium nitride.,0.23529411764705882,0.0,0.11764705882352941,0.8923527598381042,-4.292098522186279
Impact of a rotary regenerative heat exchanger on energy efficiency of an air cooled data center,A thermal wheel for data center applications,0.26086956521739124,0.09523809523809522,0.26086956521739124,0.8801242709159851,-3.857023000717163
Three-Dimensional (3D) Cell Cultures in Cell-based Assays for in-vitro Evaluation of Anticancer Drugs,"Cell proliferation rates, spheroid structures, and drug action mechanism dependency in 3D monolayer cells.",0.3333333333333333,0.0,0.19999999999999998,0.8368955254554749,-4.037725925445557
The Biogeography of the Araucarian Dispersed Pollen Cyclusphaera,Cyclusphaera scabrata from the Cenozoic of northern South America,0.35294117647058826,0.0,0.23529411764705882,0.8164923787117004,-4.640209674835205
The seasonal pCO2 cycle at 49°N/16.5°W in the northeastern Atlantic Ocean and what it tells us about biological productivity,"A 2-year record of mixed layer CO2 partial pressure, nitrate, and other physical, chemical, and biological parameters",0.0975609756097561,0.0,0.0975609756097561,0.8459072113037109,-4.998551845550537
High mitochondrial diversity of domesticated goats persisted among Bronze and Iron Age pastoralists in the Inner Asian Mountain Corridor,Genetic diversity of domesticated goats from the Near East and the Inner Asian Mountain Corridor,0.5882352941176471,0.43750000000000006,0.5882352941176471,0.9382422566413879,-3.469996929168701
Asymptotically locally Euclidean/Kaluza–Klein stationary vacuum black holes in five dimensions,Bi-axisymmetric stationary vacuum black holes,0.4444444444444444,0.37499999999999994,0.4444444444444444,0.8338788747787476,-4.806635856628418
Two-dimensional ferroelectricity by design,Synthesis of ferroelectricity from boron nitride.,0.1818181818181818,0.0,0.1818181818181818,0.8809006810188293,-3.8255393505096436
A nonlinear switched control strategy for permanent magnet synchronous machines,Control of permanent magnet synchronous machines based on switched systems theory,0.5714285714285713,0.3157894736842105,0.47619047619047616,0.9263116121292114,-4.0789594650268555
Atom-Cage Charge Transfer in Endohedral Metallofullerenes: Trapping Atoms Within a Sphere-Like Ridge of Avoided Crossings.,Switchable atom-cage charge transfer in endohedral fullerences,0.48,0.43478260869565216,0.48,0.8796960115432739,-4.234597206115723
Response of the Inertial Recirculation to Intensified Stratification in a Two-Layer Quasigeostrophic Ocean Circulation Model,Bifurcation mechanisms contribute to intensified stratification under global warming,0.24000000000000005,0.1739130434782609,0.24000000000000005,0.8258612155914307,-5.154653549194336
Searching for dark matter in the CMB: A compact parametrization of energy injection from new physics,Constraints on dark matter annihilation during recombination,0.17391304347826086,0.09523809523809522,0.17391304347826086,0.8514888882637024,-4.7926201820373535
Spin polynomial similarity transformation for repulsive Hamiltonians: interpolating between coupled cluster and spin-projected unrestricted Hartree-Fock.,Spin polynomial similarity transformation in coupled cluster theory,0.48,0.34782608695652173,0.48,0.9001070857048035,-4.400264263153076
"A Revised Phylogenetic Analysis for the Spider Genus Clitaetra Simon, 1889 (Araneae, Araneoidea, Nephilidae) with the First Description of the Male of the Sri Lankan Species Clitaetra thisbe Simon, 1903","First cladistic analysis of Clitaetra thisbe Simon, 1903, from Sri Lanka",0.3902439024390244,0.15384615384615385,0.29268292682926833,0.860554575920105,-3.975172519683838
The Complexity of Generalized Domino Tilings,Tiling Planar Regions with Dominoes,0.3636363636363636,0.0,0.1818181818181818,0.8593860864639282,-4.8675761222839355
Dome-shaped microresonators and the Born-Oppenheimer method,Birefringence and non-paraxiality in paraxial geometries,0.13333333333333333,0.0,0.13333333333333333,0.8318777084350586,-4.9770331382751465
"De-emphasizing Content to Study the Relationship between Meaning, Messages, and Content in IM Systems",BubbleQ: A Mobile Messaging App,0.1,0.0,0.1,0.8340050578117371,-5.185134410858154
Distributed power allocation in multi-user multi-channel cellular relay networks,Relevative Water-Filling in Multi-Channel Cellular Networks,0.5263157894736842,0.3529411764705882,0.5263157894736842,0.9054965376853943,-5.0612969398498535
Comparison of Charge Storage Properties of Prussian Blue Analogues Containing Cobalt and Copper,Prussian blue mixed-metal hexacyanoferrates based on NiCo and NiCu alloys.,0.24999999999999994,0.0909090909090909,0.24999999999999994,0.8249908089637756,-5.08322286605835
